Row ID,Table Code,Table Name,Variable Code,Variable,Value,Variable Unit,Date
19000_2011Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,5787976,Thousands of dollars,12/31/2011
19000_2012Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,5978604,Thousands of dollars,03/31/2012
19000_2012Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6048524,Thousands of dollars,06/30/2012
19000_2012Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,5951408,Thousands of dollars,09/30/2012
19000_2012Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6110920,Thousands of dollars,12/31/2012
19000_2013Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6067228,Thousands of dollars,03/31/2013
19000_2013Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6070012,Thousands of dollars,06/30/2013
19000_2013Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6351448,Thousands of dollars,09/30/2013
19000_2013Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6344928,Thousands of dollars,12/31/2013
19000_2014Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6596424,Thousands of dollars,03/31/2014
19000_2014Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,6874024,Thousands of dollars,06/30/2014
19000_2014Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7017812,Thousands of dollars,09/30/2014
19000_2014Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7173400,Thousands of dollars,12/31/2014
19000_2015Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7614360,Thousands of dollars,03/31/2015
19000_2015Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7370608,Thousands of dollars,06/30/2015
19000_2015Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7191192,Thousands of dollars,09/30/2015
19000_2015Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7300272,Thousands of dollars,12/31/2015
19000_2016Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7719860,Thousands of dollars,03/31/2016
19000_2016Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7750620,Thousands of dollars,06/30/2016
19000_2016Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7825856,Thousands of dollars,09/30/2016
19000_2016Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7735304,Thousands of dollars,12/31/2016
19000_2017Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7518540,Thousands of dollars,03/31/2017
19000_2017Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7182808,Thousands of dollars,06/30/2017
19000_2017Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7146024,Thousands of dollars,09/30/2017
19000_2017Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7324700,Thousands of dollars,12/31/2017
19000_2018Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7447696,Thousands of dollars,03/31/2018
19000_2018Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7462280,Thousands of dollars,06/30/2018
19000_2018Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7573508,Thousands of dollars,09/30/2018
19000_2018Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7630800,Thousands of dollars,12/31/2018
19000_2019Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7633336,Thousands of dollars,03/31/2019
19000_2019Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7837608,Thousands of dollars,06/30/2019
19000_2019Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7999760,Thousands of dollars,09/30/2019
19000_2019Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7944896,Thousands of dollars,12/31/2019
19000_2020Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8036648,Thousands of dollars,03/31/2020
19000_2020Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7824183,Thousands of dollars,06/30/2020
19000_2020Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8078137,Thousands of dollars,12/31/2020
19000_2021Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,7816557,Thousands of dollars,03/31/2021
19000_2021Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8058652,Thousands of dollars,06/30/2021
19000_2021Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8283395,Thousands of dollars,09/30/2021
19000_2021Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8491516,Thousands of dollars,12/31/2021
19000_2022Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8729609,Thousands of dollars,03/31/2022
19000_2022Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8658539,Thousands of dollars,06/30/2022
19000_2022Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8949992,Thousands of dollars,09/30/2022
19000_2022Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,8894876,Thousands of dollars,12/31/2022
19000_2023Q1_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,9062984,Thousands of dollars,03/31/2023
19000_2023Q2_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,9302196,Thousands of dollars,06/30/2023
19000_2023Q3_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,9266680,Thousands of dollars,09/30/2023
19000_2023Q4_SQINC5N-400_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-400,Private nonfarm earnings: Construction,9819428,Thousands of dollars,12/31/2023
19000_1998Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,3849112,Thousands of dollars,03/31/1998
19000_1998Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,3888532,Thousands of dollars,06/30/1998
19000_1998Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,3886080,Thousands of dollars,09/30/1998
19000_1998Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4049632,Thousands of dollars,12/31/1998
19000_1999Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4079576,Thousands of dollars,03/31/1999
19000_1999Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4117080,Thousands of dollars,06/30/1999
19000_1999Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4097132,Thousands of dollars,09/30/1999
19000_1999Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4153328,Thousands of dollars,12/31/1999
19000_2000Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4107168,Thousands of dollars,03/31/2000
19000_2000Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4153964,Thousands of dollars,06/30/2000
19000_2000Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4224456,Thousands of dollars,09/30/2000
19000_2000Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4159632,Thousands of dollars,12/31/2000
19000_2001Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4212676,Thousands of dollars,03/31/2001
19000_2001Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4203508,Thousands of dollars,06/30/2001
19000_2001Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4229728,Thousands of dollars,09/30/2001
19000_2001Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4226296,Thousands of dollars,12/31/2001
19000_2002Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4205788,Thousands of dollars,03/31/2002
19000_2002Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4282848,Thousands of dollars,06/30/2002
19000_2002Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4237704,Thousands of dollars,09/30/2002
19000_2002Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4254000,Thousands of dollars,12/31/2002
19000_2003Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4371284,Thousands of dollars,03/31/2003
19000_2003Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4371360,Thousands of dollars,06/30/2003
19000_2003Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4341852,Thousands of dollars,09/30/2003
19000_2003Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4519012,Thousands of dollars,12/31/2003
19000_2004Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4713716,Thousands of dollars,03/31/2004
19000_2004Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4821544,Thousands of dollars,06/30/2004
19000_2004Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4900248,Thousands of dollars,09/30/2004
19000_2004Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4973324,Thousands of dollars,12/31/2004
19000_2005Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5210660,Thousands of dollars,03/31/2005
19000_2005Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5308368,Thousands of dollars,06/30/2005
19000_2005Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5363080,Thousands of dollars,09/30/2005
19000_2005Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5369228,Thousands of dollars,12/31/2005
19000_2006Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6061528,Thousands of dollars,03/31/2006
19000_2006Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6028588,Thousands of dollars,06/30/2006
19000_2006Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6084340,Thousands of dollars,09/30/2006
19000_2006Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6133904,Thousands of dollars,12/31/2006
19000_2007Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6573508,Thousands of dollars,03/31/2007
19000_2007Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6357656,Thousands of dollars,06/30/2007
19000_2007Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6308632,Thousands of dollars,09/30/2007
19000_2007Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6390576,Thousands of dollars,12/31/2007
19000_2008Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6512800,Thousands of dollars,03/31/2008
19000_2008Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6529484,Thousands of dollars,06/30/2008
19000_2008Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6322068,Thousands of dollars,09/30/2008
19000_2008Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6447896,Thousands of dollars,12/31/2008
19000_2009Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5215572,Thousands of dollars,03/31/2009
19000_2009Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5156788,Thousands of dollars,06/30/2009
19000_2009Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5180844,Thousands of dollars,09/30/2009
19000_2009Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5257540,Thousands of dollars,12/31/2009
19000_2010Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4904228,Thousands of dollars,03/31/2010
19000_2010Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5098616,Thousands of dollars,06/30/2010
19000_2010Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5007876,Thousands of dollars,09/30/2010
19000_2010Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4992292,Thousands of dollars,12/31/2010
19000_2011Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,4942100,Thousands of dollars,03/31/2011
19000_2011Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5096128,Thousands of dollars,06/30/2011
19000_2011Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5220384,Thousands of dollars,09/30/2011
19000_2011Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5166696,Thousands of dollars,12/31/2011
19000_2012Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5711292,Thousands of dollars,03/31/2012
19000_2012Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5873436,Thousands of dollars,06/30/2012
19000_2012Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5726128,Thousands of dollars,09/30/2012
19000_2012Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5754208,Thousands of dollars,12/31/2012
19000_2013Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5877696,Thousands of dollars,03/31/2013
19000_2013Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5930768,Thousands of dollars,06/30/2013
19000_2013Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,5917256,Thousands of dollars,09/30/2013
19000_2013Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6095572,Thousands of dollars,12/31/2013
19000_2014Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6338880,Thousands of dollars,03/31/2014
19000_2014Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6555640,Thousands of dollars,06/30/2014
19000_2014Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6694980,Thousands of dollars,09/30/2014
19000_2014Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7050600,Thousands of dollars,12/31/2014
19000_2015Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7113552,Thousands of dollars,03/31/2015
19000_2015Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6878640,Thousands of dollars,06/30/2015
19000_2015Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7030944,Thousands of dollars,09/30/2015
19000_2015Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7047608,Thousands of dollars,12/31/2015
19000_2016Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7121920,Thousands of dollars,03/31/2016
19000_2016Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6695236,Thousands of dollars,06/30/2016
19000_2016Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6886728,Thousands of dollars,09/30/2016
19000_2016Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7013752,Thousands of dollars,12/31/2016
19000_2017Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6900860,Thousands of dollars,03/31/2017
19000_2017Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,6918540,Thousands of dollars,06/30/2017
19000_2017Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7127612,Thousands of dollars,09/30/2017
19000_2017Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7397516,Thousands of dollars,12/31/2017
19000_2018Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7414808,Thousands of dollars,03/31/2018
19000_2018Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7442396,Thousands of dollars,06/30/2018
19000_2018Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7517328,Thousands of dollars,09/30/2018
19000_2018Q4_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7609584,Thousands of dollars,12/31/2018
19000_2019Q1_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7460192,Thousands of dollars,03/31/2019
19000_2019Q2_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7467616,Thousands of dollars,06/30/2019
19000_2019Q3_SQINC5N-530_quarter,SQINC5N,Personal Income by Major Component and Earnings by NAICS Industry,SQINC5N-530,Private nonfarm earnings: Nondurable goods manufacturing,7647456,Thousands of dollars,09/30/2019
